"Y9H_SCHID","Y9H_SCH1","Y9H_SCH2R","Y9H_SCH3R","Y9H_SCH4_1","Y9H_SCH4_2","Y9H_SCH4_3","Y9H_SCH4_4","Y9H_SCH4_5","Y9H_SCH4_6","Y9H_SCH4_7","Y9H_SCH4_8","Y9H_SCH4_9R","Y9H_SCH4_10","Y9H_SCH4_11","Y9H_SCH4_12","Y9H_SCH4_13","Y9H_SCH4_14","Y9H_SCH4_15","Y9H_SCH4_16","Y9H_SCH4_17","Y9H_SCH4_18","Y9H_SCH4_19","Y9H_SCH4_19etc","Y9H_SCH5_1","Y9H_SCH5_1_1","Y9H_SCH5_1_2","Y9H_SCH5_2","Y9H_SCH5_3","Y9H_SCH5_4","Y9H_SCH5_5","Y9H_SCH6A1","Y9H_SCH6A2","Y9H_SCH6A3","Y9H_SCH6A4","Y9H_SCH6B1","Y9H_SCH6B2","Y9H_SCH6B3","Y9H_SCH6B4","Y9H_SCH6B5","Y9H_SCH6C1","Y9H_SCH6C2","Y9H_SCH6C3","Y9H_SCH6D1","Y9H_SCH6D2","Y9H_SCH6D3","Y9H_SCH6D4","Y9H_SCH6D5","Y9H_SCH6D6","Y9H_SCH6D7","Y9H_SCH6D8","Y9H_SCH6D9","Y9H_SCH6D10","Y9H_SCH6D11","Y9H_SCH6D12","Y9H_SCH6D13","Y9H_SCH6D14","Y9H_SCH6D15","Y9H_SCH6D16","Y9H_SCH6D17","Y9H_SCH6D18","Y9H_SCH6D19","Y9H_SCH6D20","Y9H_SCH6D21","Y9H_SCH6D22","Y9H_SCH6D23","Y9H_SCH6D24","Y9H_SCH6D25","Y9H_SCH6D26","Y9H_SCH6D27","Y9H_SCH6D28","Y9H_SCH6D28etc","Y9H_SCH7_1","Y9H_SCH7_2","Y9H_SCH7_3","Y9H_SCH7_4","Y9H_SCH7_5","Y9H_SCH7_6","Y9H_SCH8_1","Y9H_SCH8_2","Y9H_SCH8_3","Y9H_SCH9_1M","Y9H_SCH9_2M","Y9H_SCH9_3M","Y9H_SCH9_4M","Y9H_SCH9_5M","Y9H_SCH9_5etc","Y9H_SCH9_6M","Y9H_SCH10","Y9H_SCH10_1","Y9H_SCH10_2","Y9H_SCH10_2etc","Y9H_SCH11_1","Y9H_SCH11_2","Y9H_SCH11_3","Y9H_SCH12_1","Y9H_SCH12_2","Y9H_SCH13_1","Y9H_SCH13_2","Y9H_SCH13_3","Y9H_SCH13_4","Y9H_SCH13_5","Y9H_SCH13_6","Y9H_SCH14_1_1","Y9H_SCH14_1_2","Y9H_SCH14_2_1","Y9H_SCH14_2_2","Y9H_SCH14_3_1","Y9H_SCH14_3_2","Y9H_SCH14_4_1","Y9H_SCH14_4_2","Y9H_SCH14_5_1","Y9H_SCH14_5_2","Y9H_SCH14_6etc","Y9H_SCH14_6_1","Y9H_SCH14_6_2","Y9H_SCH15","Y9H_SCH15_1_1","Y9H_SCH15_1_2","Y9H_SCH15_1_3","Y9H_SCH15_1_4","Y9H_SCH15_1_5","Y9H_SCH15_1_6","Y9H_SCH16","Y9H_SCH16_1","Y9H_SCH16_1etc","Y9H_SCH16_2","Y9H_SCH16_3","Y9H_SCH17_1","Y9H_SCH17_2","Y9H_SCH17_3","Y9H_SCH17_4","Y9H_SCH17_5","Y9H_SCH17_6","Y9H_SCH17_7","Y9H_SCH17_8","Y9H_SCH17_9","Y9H_SCH18_1","Y9H_SCH18_2","Y9H_SCH18_3","Y9H_SCH18_4","Y9H_SCH18_5","Y9H_SCH18_6","Y9H_SCH18_7","Y9H_SCH18_8","Y9H_SCH19_1","Y9H_SCH19_2","Y9H_SCH19_3","Y9H_SCH19_4","Y9H_SCH19_5","Y9H_SCH19_6","Y9H_SCH19_7","Y9H_SCH19_8","Y9H_SCH20_1","Y9H_SCH20_2","Y9H_SCH20_3","Y9H_SCH20_4","Y9H_SCH20_5","Y9H_SCH20_6"
405.0,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,272.0,182.0,90.0,8.0,22.0,,,43.0,18.0,1.0,,13.0,24.0,18.0,7.0,17.0,35.0,28.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,8.0,,,,,,,,,,,,,3.0,"청소원2, 당직1",72.3,2.6,0.0,23.0,0.8,1.3,0,0,0,0,0,0,0,0,,1,2,,1,,2,2,2,2,2,29.0,10.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,2,,,,,,,1,4,,23.0,180.0,1,1,1,1,2,1,2,2,2,79.0,173.0,,,,,,,30.0,60.0,0.0,0.0,4.0,2.0,4.0,0.0,,,,,,
406.0,1,1,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,316.0,155.0,161.0,8.0,11.0,1.0,2.0,65.0,14.0,1.0,0.0,20.0,30.0,19.0,12.0,17.7,72.0,9.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,,,,,,,1.0,1.0,9.0,,1.0,,,,1.0,1.0,1.0,,,,,4.0,"시설관리2, 미화1, 당직1",81.6,13.3,0.4,2.6,0.0,2.1,0,0,0,,,,,,,,2,,1,,4,4,4,4,4,63.0,7.0,8.0,4.0,0.0,2.0,1.0,20.0,,,,,,,,,,,,1,1,1,2,1,1,2,1,7,14,74.0,306.0,1,1,1,1,1,1,1,1,1,152.0,170.0,0.0,0.0,0.0,0.0,61.0,10.0,21.0,72.0,3.0,2.0,2.0,0.0,0.0,0.0,,,,,,
407.0,1,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,,271.0,145.0,126.0,7.0,21.0,2.0,1.0,65.0,5.0,1.0,0.0,11.0,37.0,16.0,7.0,16.6,38.0,32.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,66.9,0.3,,29.5,,0.1,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,5,5,59.0,21.0,7.0,11.0,1.0,,1.0,15.0,,,,,,,,,,,,1,1,1,1,1,1,1,1,7,18,74.0,330.0,1,1,1,1,1,1,1,1,1,75.0,233.0,1.0,3.0,,,,,13.5,85.6,0.6,0.3,,,,,,,,,,
408.0,1,1,3,2,1,2,2,2,,1,1,2,2,2,1,,1,,2,,2,,,300.0,160.0,140.0,16.0,20.0,,,66.0,9.0,1.0,0.0,3.0,37.0,22.0,4.0,17.5,42.0,24.0,,2.0,,,2.0,,,1.0,,,,,,1.0,1.0,8.0,,,,,,,,4.0,,,,,,,75.1,11.6,0.0,4.3,,9.0,2,2,2,0,1,0,0,0,,0,2,,1,,5,5,5,5,5,15.0,10.0,10.0,10.0,2.0,10.0,1.0,50.0,,,,,,,,,,,,1,,,1,1,,1,1,7,,75.0,15.0,1,1,1,1,1,1,1,2,1,90.0,180.0,,30.0,,,,,30.0,60.0,,,10.0,,,,,,,,,
409.0,2,2,3,2,1,,,,,,1,2,,,,,,,,,,,,277.0,124.0,153.0,1.0,1.0,0.0,0.0,47.0,12.0,1.0,0.0,25.0,24.0,6.0,5.0,12.89,39.0,19.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,"사감8, 경비1, 청소8, 시설1",62.0,4.0,0.0,0.8,0.2,33.0,0,0,0,0,0,0,0,0,,1,2,,1,,2,2,2,5,5,38.0,5.0,5.0,0.0,2.0,,,,,,,,,,,,"상담사 순회",1.0,1.0,1,1,1,1,1,1,2,1,2,,14.0,30.0,1,1,1,1,1,1,1,2,1,1.0,205.0,3.0,0.0,0.0,0.0,0.0,112.0,,100.0,,,,,,,,,,,,
410.0,1,1,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,"SW선도학교 운영",338.0,182.0,156.0,3.0,18.0,4.0,0.0,67.0,8.0,1.0,0.0,8.0,32.0,22.0,5.0,18.0,35.0,31.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,73.0,14.0,1.0,5.0,0.0,7.0,0,0,0,0,0,0,0,0,,1,2,,3,,4,3,3,0,0,38.0,27.0,11.0,6.0,0.0,,,,1.0,2.0,,,,,,,"진로진학상담교사",1.0,5.0,1,1,,,,,,1,7,7,61.0,30.0,1,1,1,1,1,2,2,1,1,84.0,177.0,1.0,0.0,0.0,0.0,130.0,0.0,5.0,85.0,6.0,0.0,0.0,0.0,4.0,0.0,,,,,,
412.0,1,1,3,1,,,,1,,1,1,1,,,,,,,1,,,,,267.0,140.0,127.0,16.0,22.0,3.0,0.0,51.0,15.0,1.0,0.0,14.0,30.0,15.0,8.0,16.34,40.0,25.0,2.0,2.0,,,8.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,76.1,12.3,1.5,3.0,,7.1,2,2,2,0,0,1,0,0,,0,2,,2,,5,5,5,5,5,35.0,21.0,9.0,17.0,2.0,21.0,,,1.0,,,,,,,,,,,1,1,1,1,1,1,,1,7,11,62.0,30.0,1,1,1,1,1,1,1,1,1,119.0,108.0,,,,,,83.0,12.0,62.0,,,,,23.0,3.0,,,,,,
413.0,1,1,3,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,,288.0,139.0,149.0,23.0,30.0,3.0,0.0,56.0,13.0,1.0,1.0,9.0,26.0,14.0,7.0,17.1,42.0,28.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,71.0,1.5,0.0,5.5,0.0,22.0,2,2,2,0,1,0,1,0,,0,1,2,-999,,5,5,5,5,5,30.0,8.0,5.0,11.0,1.0,1.0,0.0,0.0,1.0,15.0,0.0,,0.0,,0.0,,,0.0,,1,1,1,2,1,2,1,1,7,,71.0,15.0,1,1,1,1,1,1,1,1,1,84.0,152.0,,34.0,,,,70.0,30.0,50.0,,20.0,,,,,,,,,,
414.0,1,1,3,2,1,,,1,,,1,2,,,,,,,,,,,,206.0,116.0,90.0,9.0,15.0,4.0,,54.0,12.0,1.0,,13.0,20.0,8.0,10.0,20.0,38.0,16.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,6.0,,,,,,1.0,,,,,,,,,71.1,11.9,,14.1,,2.9,0,0,0,0,0,0,0,0,,1,2,,1,,4,4,4,5,0,49.0,10.0,6.0,2.0,2.0,13.0,1.0,15.0,,,,,,,,,,,,1,2,2,1,1,1,2,1,7,7,47.0,132.0,1,1,1,1,1,1,1,1,1,97.0,88.0,,6.0,,1.0,,14.0,55.0,40.0,,,,1.0,,3.0,,,,,,
415.0,1,1,3,2,1,,,,,1,1,2,,,1,,,,,,,,,185.0,100.0,85.0,1.0,4.0,,1.0,44.0,8.0,1.0,,6.0,21.0,13.0,4.0,,34.0,18.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,6.0,,,,,,,,,,,,,2.0,"시설미화원1, 시설당직원(특수운영직군)1",47.0,11.9,0.4,40.7,,,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,5,5,5,5,37.0,5.0,3.0,1.0,0.0,,1.0,30.0,,,,,,,,,,,,1,1,1,1,1,1,,1,7,,49.0,30.0,1,1,1,1,1,1,1,1,1,25.0,102.0,1.0,,,,,,3.0,95.0,,2.0,,,,,,,,,,
416.0,1,2,3,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,,262.0,129.0,133.0,6.0,14.0,7.0,2.0,54.0,12.0,1.0,0.0,27.0,22.0,4.0,1.0,10.44,35.0,18.0,1.0,2.0,,,1.0,,,,,,,,,1.0,1.0,7.0,,,,,,,,1.0,,,2.0,,,,73.0,9.0,0.0,4.0,0.0,14.0,1,1,1,0,1,0,0,0,,0,2,,6,"코로나19로 감축",4,4,4,4,4,21.0,4.0,8.0,5.0,1.0,5.0,,,1.0,5.0,,,,,,,,,,1,1,1,2,1,2,2,1,6,,47.0,105.0,1,1,1,1,1,1,1,1,1,95.0,144.0,1.0,6.0,,4.0,35.0,,32.1,53.4,,5.7,,,8.8,,,,,,,
419.0,1,1,3,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,,,254.0,116.0,138.0,6.0,2.0,5.0,1.0,54.0,12.0,1.0,,36.0,20.0,8.0,2.0,11.0,41.0,25.0,,,,,4.0,,,1.0,,,,,,,1.0,8.0,,,,,,1.0,,,,,,,,,55.6,13.8,,2.4,,28.2,2,1,1,0,1,0,0,0,,0,2,,1,,5,5,5,3,3,85.0,14.0,15.0,,,3.0,1.0,2.0,,,,,,,,,,,,1,1,1,1,1,1,2,1,7,,61.0,15.0,1,1,1,1,1,1,1,1,1,3.0,160.0,,,,,,122.0,5.0,95.0,,,,,,,,,,,,
420.0,1,1,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,,335.0,151.0,184.0,10.0,10.0,4.0,0.0,70.0,7.0,1.0,0.0,13.0,29.0,22.0,6.0,18.0,39.0,31.0,0.0,2.0,,,2.0,,,1.0,,,,,,,1.0,9.0,,,,,,,,,,,,,3.0,"시설당직원2, 시설미화원1",75.6,15.0,0.0,3.7,0.0,5.7,2,2,2,0,1,0,0,0,,0,2,,1,,4,3,3,3,3,55.0,21.0,10.0,13.0,1.0,7.0,1.0,15.0,,,,,,,,,,,,1,1,1,2,1,1,2,1,7,10,72.0,30.0,1,1,1,1,2,1,1,2,1,79.0,168.0,6.0,50.0,0.0,0.0,52.0,0.0,25.0,65.0,5.0,0.0,0.0,5.0,0.0,0.0,,,,,,
421.0,1,1,3,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,,,337.0,182.0,155.0,8.0,6.0,0.0,0.0,57.0,10.0,1.0,0.0,11.0,28.0,13.0,5.0,16.0,29.0,27.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,74.68,14.0,0.02,9.88,1.42,0.0,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,5,5,52.0,6.0,5.0,15.0,0.0,0.0,,,1.0,15.0,,,,,2.0,,,,,1,1,1,1,1,1,2,1,6,,66.0,30.0,1,1,1,1,1,1,1,1,1,100.0,228.0,,,,,71.0,,9.3,83.6,1.0,,,,6.2,,,,,,,
422.0,2,2,3,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,,,340.0,148.0,192.0,4.0,,,1.0,81.0,26.0,1.0,,45.0,35.0,1.0,,14.0,60.0,20.0,1.0,2.0,1.0,,8.0,,,,,,,,,2.0,26.0,1.0,,1.0,,,,,,3.0,,,,,,,,,,,,,3,3,3,0,1,0,1,0,,0,1,1,-999,,5,5,5,4,4,20.0,10.0,4.0,4.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,,1,6,,81.0,30.0,1,1,1,1,1,1,1,2,1,,200.0,,,,,,,,98.0,2.0,,,,,,,,,,,
423.0,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,239.0,119.0,120.0,12.0,4.0,0.0,0.0,26.0,17.0,1.0,0.0,3.0,19.0,4.0,,15.0,11.0,13.0,2.0,1.0,,,1.0,,,,,,,,,2.0,1.0,11.0,,,,,,,,,,,,,13.0,"사감7, 시설전담원2, 경비2, 청소2",15.6,6.3,0.6,47.4,4.9,25.2,0,0,0,0,0,0,0,0,,1,2,,1,,4,4,4,4,4,2.0,2.0,3.0,20.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,,1,2,,37.0,64.0,1,1,1,1,1,1,1,1,1,34.0,80.0,23.0,,73.0,,,27.0,8.0,40.0,5.0,40.0,7.0,,,,,,,31.0,,
424.0,2,2,3,1,,1,,1,,,,2,,,1,,,,,,,,,113.0,46.0,47.0,10.0,27.0,1.0,2.0,17.0,13.0,1.0,0.0,1.0,7.0,8.0,1.0,18.9,5.0,12.0,,2.0,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,72.04,5.27,0.0,0.24,0.0,0.04,,,,0,0,0,0,0,,1,1,2,-999,,4,4,4,4,4,4.0,7.0,,26.0,,8.0,,,,,1.0,5.0,,,1.0,1.0,,,,1,1,,,,,,1,6,,30.0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,15.0,,
425.0,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,,,92.0,36.0,56.0,,,,,28.0,6.0,1.0,,7.0,13.0,5.0,3.0,21.0,20.0,8.0,,1.0,,,5.0,,,,,,,,,2.0,,7.0,,1.0,,,,1.0,,,,,,,4.0,"기숙사 사감",49.5,0.8,0.0,4.4,0.0,45.3,0,0,0,0,0,0,0,0,,1,2,,1,,2,2,2,1,1,1.0,9.0,1.0,3.0,0.0,6.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,1,5,,24.0,135.0,1,1,1,1,1,1,1,1,1,20.0,40.0,10.0,10.0,0.0,0.0,8.0,12.0,30.0,40.0,8.0,5.0,10.0,0.0,0.0,7.0,12.0,,,,,
427.0,1,2,3,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,,,75.0,22.0,53.0,2.0,2.0,,1.0,14.0,9.0,1.0,,11.0,4.0,3.0,5.0,17.0,12.0,10.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,19.0,,1.0,80.0,,,2,2,2,0,0,0,0,0,,1,2,,1,,0,0,0,1,1,2.0,3.0,3.0,8.0,,5.0,,,1.0,5.0,,,,,,,,,,1,1,1,2,1,1,2,1,1,,23.0,15.0,1,1,1,1,1,2,1,1,2,26.0,34.0,1.0,3.0,,,,3.0,20.0,50.0,,25.0,,,,5.0,24.0,,,,,
429.0,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,,304.0,,304.0,16.0,12.0,0.0,1.0,43.0,22.0,1.0,0.0,6.0,27.0,8.0,4.0,16.0,27.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,2.0,"청소원, 시설관리보조(원)",83.0,7.0,0.0,2.0,2.0,6.0,2,2,2,0,0,1,0,0,,0,1,2,-999,,4,4,4,4,4,52.0,9.0,4.0,24.0,0.0,2.0,0.0,,0.0,,1.0,3.0,0.0,,0.0,,,,,2,,,,,,,1,7,,65.0,15.0,1,1,1,1,1,1,1,1,2,70.0,179.0,2.0,,,,,128.0,18.1,77.9,0.3,2.0,1.0,0.0,0.3,0.3,,,,,,
430.0,2,1,1,2,1,,,1,,1,,2,,,,,,1,,,,,,297.0,297.0,0.0,9.0,16.0,0.0,1.0,43.0,17.0,0.0,0.0,4.0,15.0,19.0,5.0,20.0,33.0,10.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,4.0,0.0,33.0,1.0,4.0,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,5,5,5,5,38.0,31.0,3.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,2,,,,,,,1,6,,60.0,30.0,1,1,1,1,2,2,2,2,2,69.0,189.0,0.0,0.0,0.0,0.0,0.0,45.0,18.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,
432.0,1,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,153.0,88.0,65.0,1.0,12.0,0.0,1.0,53.0,10.0,1.0,,22.0,19.0,7.0,5.0,12.849,34.0,18.0,1.0,2.0,,,6.0,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,2.0,"시설미화원1, 시설당직원1",70.7,11.9,0.2,5.0,0.0,12.2,0,0,0,0,0,0,0,0,,1,1,2,-999,,1,1,2,1,1,47.0,6.0,4.0,4.0,1.0,18.0,0.0,,0.0,,0.0,,0.0,,0.0,,"전문상담교사(기간제)",1.0,,1,1,1,1,1,2,2,1,7,7,55.0,110.0,1,1,1,1,1,1,1,2,1,75.0,90.0,,,,,43.0,,30.0,40.0,,30.0,,,,,,,,,,
433.0,2,1,3,2,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,,209.0,209.0,0.0,17.0,39.0,0.0,4.0,59.0,3.0,1.0,0.0,12.0,16.0,24.0,7.0,21.0,37.0,20.0,2.0,2.0,,,7.0,,,,,,,,,1.0,1.0,5.0,,,,,,1.0,2.0,1.0,,,,,,,82.97,0.77,0.03,10.33,5.46,0.44,2,2,2,0,0,0,1,0,,0,2,,1,,4,3,3,4,4,45.0,13.0,8.0,5.0,2.0,0.0,,,,,1.0,5.0,,,2.0,2.0,,,,1,1,1,1,1,1,2,1,7,7,50.0,927.0,1,1,1,1,1,1,1,1,1,64.0,120.0,,25.0,,,,61.0,20.0,68.0,,6.0,,,6.0,,,,,,,
434.0,1,1,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,,,335.0,162.0,173.0,5.0,,3.0,,70.0,12.0,1.0,,20.0,18.0,12.0,10.0,14.5,33.0,36.0,1.0,2.0,,,2.0,,,1.0,,,,,,1.0,1.0,9.0,,1.0,,,,1.0,,1.0,,,,,,,62.0,22.0,,3.0,,14.0,0,0,0,,,,,,,,2,,1,,4,4,4,1,1,46.0,1.0,9.0,,,19.0,1.0,16.0,,,,,,,,,,,,1,1,1,2,1,1,2,1,7,,69.0,30.0,1,1,1,1,1,1,1,1,2,50.0,140.0,,,,,200.0,,29.0,70.0,1.0,,,,,,,,,,,
435.0,1,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,,,424.0,225.0,199.0,1.0,5.0,3.0,0.0,71.0,13.0,1.0,0.0,4.0,28.0,33.0,6.0,23.5,33.0,37.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,,12.0,,,,,,1.0,,1.0,,,,,,,59.4,15.3,,24.1,,1.2,0,0,0,0,0,0,0,0,,1,1,1,-999,,4,3,3,4,4,39.0,7.0,5.0,5.0,0.0,0.0,,,1.0,10.0,,,,,,,,,,1,1,1,1,1,2,2,1,5,,51.0,150.0,1,1,1,1,1,1,1,1,1,59.0,227.0,1.0,,,,,185.0,12.0,82.0,0.0,1.0,0.0,0.0,0.0,5.0,,,,,,
436.0,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,,,181.0,89.0,92.0,25.0,17.0,4.0,5.0,51.0,7.0,1.0,0.0,34.0,13.0,8.0,7.0,11.46,37.0,20.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,"장애인 일자리 사업근로자1, 시설 당직원1, 시설 미화원2",71.0,16.0,0.0,1.0,0.0,12.0,0,0,0,0,0,0,0,0,,1,2,,1,,0,0,0,0,0,23.0,11.0,9.0,9.0,0.0,25.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1,2,1,1,2,1,7,11,56.0,16.0,1,1,1,1,1,1,1,1,1,82.0,67.0,0.0,43.0,0.0,0.0,0.0,56.0,34.0,26.0,0.0,17.0,0.0,0.0,0.0,22.0,0.0,17.0,0.0,0.0,19.0,0.0
437.0,1,1,3,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,239.0,128.0,111.0,19.0,44.0,11.0,3.0,61.0,7.0,1.0,0.0,47.0,6.0,5.0,3.0,7.0,44.0,17.0,,2.0,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,63.3,11.6,0.0,0.0,0.0,24.9,2,2,2,1,1,0,1,0,,0,1,2,-999,,5,5,5,5,0,35.0,15.0,6.0,11.0,0.0,8.0,1.0,10.0,,,,,,,,,,,,,,,,,,,1,,11,66.0,30.0,1,1,1,1,1,1,1,1,1,96.0,141.0,,16.0,,,,63.0,35.0,50.0,,5.0,,,,10.0,,,,,,
438.0,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,156.0,137.0,19.0,8.0,21.0,3.0,3.0,59.0,11.0,1.0,0.0,18.0,15.0,13.0,13.0,,62.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,71.17,9.29,3.4,,,16.14,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,5,5,31.0,6.0,11.0,18.0,0.0,,1.0,20.0,0.0,,0.0,,0.0,,0.0,,,0.0,,2,,,,,,,1,7,10,59.0,178.0,1,1,1,1,1,1,1,1,2,,,,150.0,,6.0,,,,,,80.0,15.0,3.0,,2.0,18.0,,,,,
439.0,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,256.0,256.0,0.0,4.0,4.0,4.0,2.0,44.0,17.0,1.0,0.0,19.0,14.0,7.0,4.0,13.0,26.0,17.0,1.0,2.0,,,1.0,1.0,,,,,,,,,1.0,8.0,,,,,,,1.0,,,,,,6.0,"사감3, 사서보조1, 시설당직1, 시설미화1",41.0,18.0,,2.0,,39.0,0,0,0,,,,,,,,1,2,-999,,4,3,3,4,4,21.0,5.0,2.0,4.0,0.0,0.0,1.0,16.0,,,,,,,,,,,,1,1,1,2,1,2,2,1,7,9,63.0,30.0,1,1,1,1,1,2,1,2,1,14.0,260.0,5.0,4.0,,,,42.0,,97.0,1.0,1.0,,,,1.0,,,,,,
440.0,1,1,3,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,,,268.0,252.0,16.0,23.0,31.0,4.0,3.0,75.0,7.0,1.0,0.0,7.0,30.0,21.0,17.0,21.03,39.0,34.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,"사설당직원, 시설미화원",82.4,9.6,0.0,1.3,0.0,6.7,2,2,2,0,1,1,1,0,,0,1,1,-999,,3,2,2,1,1,11.0,14.0,11.0,29.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,1,7,10,72.0,15.0,1,1,1,1,1,1,1,1,1,103.0,16.0,0.0,171.0,50.0,0.0,0.0,0.0,35.5,5.5,0.0,59.0,17.2,0.0,0.0,0.0,18.9,0.0,0.0,0.0,0.0,0.0
